white_rating,black_rating,winner,termination_reason,opening_name,opening_eco,opening_play_turns,turns
1155,1907,black,mate,ruy lopez: closed variations | rosen attack,c88,15,36
1170,1302,draw,draw,ruy lopez: closed variations | flohr system,c92,18,85
1173,1718,black,mate,french defense,c00,4,64
1278,1204,white,outoftime,ruy lopez: morphy defense | norwegian variation,c70,10,77
1264,1288,black,mate,ruy lopez: closed variations | yates variation,c91,17,74
1907,1264,black,outoftime,mikenas defense,a40,2,70
1420,1239,draw,draw,italian game,c50,5,38
1277,1409,black,mate,french defense: classical variation,c11,6,40
1804,1284,white,outoftime,italian game,c50,5,31
1406,1404,black,mate,sicilian defense: smith-morra gambit #2,b21,3,56
1231,1516,white,mate,scandinavian defense: mieses-kotroc variation,b01,4,47
1466,1303,white,resign,ruy lopez: exchange variation,c68,7,33
1500,1458,black,resign,petrov's defense,c42,4,32
1127,1234,white,mate,english opening: king's english variation | two knights variation,a22,4,23
1242,1162,white,resign,modern defense,b06,2,77
1104,1168,white,resign,english opening: king's english variation | four knights variation | quiet line #3,a28,7,17
1138,1276,black,mate,english opening: king's english variation | reversed sicilian,a21,3,128
1186,1283,black,resign,english opening: king's english variation | three knights system,a27,5,32
1256,1301,black,resign,english opening: king's english variation | three knights system,a27,5,48
1102,1301,white,resign,english opening: symmetrical variation,a30,2,26
1205,1279,black,resign,english opening: king's english variation | nimzowitsch-flohr variation,a20,4,46
1311,1205,white,resign,nimzo-larsen attack: modern variation #2,a01,3,12
1500,1311,black,resign,king's pawn game: mcconnell defense,c40,4,32
1676,2003,black,resign,slav defense #2,d10,5,124
2001,1571,white,resign,scotch game: scotch gambit,c44,7,17
1629,2001,black,resign,scandinavian defense,b01,2,94
1582,1079,white,resign,italian game,c50,5,23
1582,1079,white,mate,italian game: classical variation | albin gambit,c53,9,51
1079,1582,black,outoftime,queen's pawn game: krause variation,d02,4,38
1582,1410,white,mate,van geet opening,a00,1,85
1410,1582,black,mate,indian game,a45,2,114
1500,1582,black,outoftime,indian game,a45,2,70
1582,1500,white,mate,alekhine defense: two pawn attack,b02,5,85
1500,1582,black,mate,king's pawn game: leonardis variation,c20,3,62
1582,1500,white,mate,queen's gambit refused: chigorin defense #3,d07,6,53
1143,1591,black,mate,french defense #2,c00,2,60
1591,1143,white,mate,mexican defense: horsefly gambit,a50,7,41
1143,1591,black,resign,bishop's opening: berlin defense,c24,4,20
1143,1591,black,resign,zukertort opening: old indian attack,a06,3,14
1591,1143,white,mate,king's gambit accepted | fischer defense,c34,6,51
1591,1143,white,mate,van geet opening: napoleon attack,a00,5,39
924,1097,black,outoftime,king's pawn game: maroczy defense,b07,4,70
918,996,white,resign,scotch game,c44,5,9
1146,1048,white,resign,bishop's opening: boi variation,c20,4,15
1077,1359,black,outoftime,king's pawn game: mcconnell defense,c40,4,80
1196,1162,white,mate,four knights game: italian variation,c50,8,39
1362,1157,black,mate,scandinavian defense,b01,2,66
989,1362,white,resign,ruy lopez: columbus variation,c68,7,81
1033,1362,white,mate,alekhine defense,b02,2,69
1362,1500,black,mate,nimzowitsch defense,b00,2,28
1500,1584,black,outoftime,slav defense,d10,4,46
1847,1541,draw,outoftime,benoni defense: benoni gambit accepted,a43,3,113
1555,1844,black,mate,scotch game,c45,7,46
1856,1819,black,mate,queen's pawn game: symmetrical variation,d02,4,114
1681,1874,white,resign,horwitz defense,a40,2,59
1868,1663,white,mate,queen's gambit declined: traditional variation,d30,7,93
1741,1860,black,mate,italian game: two knights defense | fried liver attack,c57,11,68
1881,1518,black,resign,benoni defense: czech benoni defense,a56,6,84
1573,1877,black,resign,king's pawn game: leonardis variation,c20,3,71
1871,1704,white,resign,king's indian defense: normal variation | rare defenses,e90,9,61
1858,1920,white,mate,nimzo-indian defense: leningrad variation,e30,7,93
1846,1834,white,resign,english defense #2,a40,2,49
1836,1832,black,resign,queen's pawn game: mason attack,d00,3,40
1841,1914,black,resign,gruenfeld defense,d80,6,168
1826,1965,white,resign,queen's gambit declined,d30,4,61
1626,1820,black,resign,french defense #2,c00,2,28
1818,1368,white,mate,king's indian defense: normal variation | rare defenses,e90,9,53
1901,1827,white,resign,french defense: knight variation,c00,3,61
1791,1803,white,resign,french defense: knight variation,c00,3,83
1792,1788,white,resign,queen's gambit declined: modern variation,d50,7,71
1780,1808,white,resign,queen's gambit accepted: saduleto variation,d20,5,77
1456,1789,draw,draw,french defense: steinitz attack,c00,3,97
1802,1740,black,outoftime,caro-kann defense: advance variation | botvinnik-carls defense,b12,6,156
2031,1807,white,mate,queen's pawn game: chigorin variation,d02,4,69
2182,1809,white,resign,french defense: exchange variation,c01,5,77
2062,1814,white,resign,horwitz defense,a40,2,65
1828,1697,black,mate,queen's pawn game: zukertort variation,d02,3,76
1821,1699,white,resign,king's indian defense: normal variation | rare defenses,e90,9,29
1915,1807,black,mate,bird opening: dutch variation,a03,2,66
1791,1929,white,mate,dutch defense: queen's knight variation,a85,5,91
1922,1799,white,mate,bird opening,a02,1,73
1810,1817,black,mate,queen's pawn game: chigorin variation,d02,4,62
1822,1798,black,resign,polish opening,a00,1,105
1784,1871,white,resign,english opening: king's english variation,a20,2,75
1788,2059,black,resign,queen's pawn game: symmetrical variation,d02,4,98
1461,1785,black,resign,queen's pawn game: zukertort variation,d02,3,72
1094,1047,black,resign,italian game: anti-fried liver defense,c55,6,62
1104,1280,black,resign,nimzo-larsen attack: modern variation #3,a01,4,54
1633,1106,white,resign,zukertort opening: queenside fianchetto variation,a04,2,66
1506,1109,white,resign,nimzo-larsen attack,a01,1,37
1109,1227,black,resign,french defense: knight variation,c00,3,29
1709,1117,white,resign,french defense: normal variation,c00,3,55
1302,1116,draw,draw,polish opening,a00,1,48
1084,1370,white,resign,slav defense,d10,4,73
1732,1085,white,mate,french defense: knight variation,c00,3,39
2022,1085,white,mate,queen's pawn game: chigorin variation,d02,4,49
1086,1774,black,mate,slav defense: quiet variation | pin defense,d12,8,48
1651,1087,white,mate,vienna game: vienna gambit | main line,c29,6,79
1319,1096,white,resign,van't kruijs opening,a00,1,9
1683,1097,white,resign,nimzowitsch defense: franco-nimzowitsch variation,b00,4,51
1080,1047,white,outoftime,english defense #2,a40,2,33
1092,1247,black,resign,king's pawn game: wayward queen attack,c20,3,94
1707,1093,white,resign,french defense: advance variation #3,c02,5,47
1425,1099,white,resign,nimzowitsch defense: franco-nimzowitsch variation,b00,4,27
1121,1105,black,resign,king's pawn game: wayward queen attack,c20,3,11
1121,1501,black,resign,king's pawn game: wayward queen attack,c20,3,70
1126,1483,black,resign,french defense: queen's knight,c00,3,60
1778,1126,white,resign,french defense: knight variation,c00,3,27
1186,1126,draw,draw,van't kruijs opening,a00,1,50
1476,1131,white,resign,french defense: exchange variation,c01,5,73
1884,1131,white,resign,french defense: exchange variation,c01,5,21
1494,1137,white,resign,french defense: la bourdonnais variation,c00,3,39
2335,2262,white,mate,sicilian defense: nyezhmetdinov-rossolimo attack | fianchetto variation,b31,6,45
2271,2322,black,resign,ruy lopez: classical variation | zukertort gambit,c64,9,110
2307,2280,white,resign,sicilian defense: nyezhmetdinov-rossolimo attack,b30,5,45
2291,2290,black,resign,tarrasch defense: two knights variation,d32,9,40
2269,2347,white,resign,french defense: exchange variation,c01,5,77
2247,2323,white,resign,reti opening #2,a04,2,47
2235,2118,white,resign,semi-slav defense: chigorin defense,d46,12,45
2126,2221,black,resign,four knights game: scotch variation accepted,c47,8,40
2202,2234,white,resign,sicilian defense: paulsen variation | normal variation,b45,9,41
2193,2181,black,resign,english opening: king's english variation,a20,2,48
2204,2157,black,outoftime,queen's indian defense: capablanca variation,e16,10,62
2120,2135,black,outoftime,french defense: tarrasch variation | closed variation,c05,6,46
2135,1151,white,mate,semi-bononi,a44,6,31
1151,2135,black,mate,kadas opening,a00,1,38
1586,2133,black,mate,alekhine defense: balogh variation,b03,7,34
1635,2131,black,mate,french defense: steinitz attack,c00,3,22
1967,2116,black,resign,caro-kann defense: classical variation | main line,b18,11,92
2080,2278,white,resign,queen's gambit declined: 4.bg5 be7 | 5.e3 o-o,d53,10,65
2070,1821,white,outoftime,french defense: paulsen variation,c10,5,53
1791,2060,black,resign,scandinavian defense: panov transfer,b01,6,22
2043,2032,black,mate,scandinavian defense: main line | mieses variation,b01,8,68
2016,1839,white,outoftime,caro-kann defense: two knights attack,b10,5,57
1989,1945,white,resign,french defense: tarrasch variation,c03,5,52
1943,2091,white,resign,gruenfeld defense: exchange variation | modern exchange variation,d85,13,49
1909,1887,white,resign,caro-kann defense: tartakower variation,b15,10,51
1729,1886,black,resign,budapest defense: adler variation,a52,7,20
1627,1627,white,outoftime,nimzowitsch defense: franco-nimzowitsch variation,b00,4,137
1657,1638,black,resign,sicilian defense: old sicilian,b30,4,46
1970,1666,white,resign,pirc defense #2,b07,5,39
1696,1629,black,outoftime,queen's pawn,a41,2,76
1669,1792,black,resign,modern defense,b06,2,126
1714,1676,black,mate,scandinavian defense: mieses-kotroc variation,b01,4,66
1744,1440,draw,draw,ruy lopez,c60,5,106
1573,1715,black,resign,rat defense: antal defense,b07,4,112
1472,1691,black,resign,queen's pawn,a41,2,46
1787,1533,black,mate,scandinavian defense: mieses-kotroc variation,b01,4,134
1550,1755,black,outoftime,old indian defense,a41,3,80
1757,1748,draw,draw,italian game: two knights defense | ulvestad variation,c57,10,47
1840,1606,black,resign,queen's pawn,a41,2,88
1589,1444,black,resign,pirc defense #4,b07,2,45
1545,1684,black,outoftime,italian game: hungarian defense,c50,6,76
1500,1081,white,mate,russian game: damiano variation,c42,6,43
2422,2324,white,resign,scotch game: mieses variation,c45,11,43
2458,2424,black,resign,ruy lopez: open variations | howell attack #2,c81,17,64
2415,2331,white,resign,ruy lopez: open variations | riga variation,c80,12,39
2420,2404,black,resign,benko gambit accepted | fully accepted variation,a58,9,50
2513,2383,black,resign,pirc defense #4,b07,2,150
2469,2369,black,outoftime,modern defense: two knights variation | suttles variation,b06,8,96
2220,2374,draw,draw,sicilian defense: accelerated dragon | modern bc4 variation,b35,13,136
2367,2234,white,resign,nimzo-indian defense: panov attack | main line,e54,12,71
2249,2359,black,outoftime,nimzo-indian defense: normal variation | gligoric system,e53,12,86
2324,2349,black,resign,sicilian defense: closed variation | traditional,b25,4,55
2226,2342,black,resign,french defense: winawer variation | advance variation,c16,7,28
2331,2336,white,resign,benko gambit declined | quiet line,a57,7,83
2203,2346,white,resign,ruy lopez: berlin defense | l'hermet variation,c67,10,117
2338,2272,white,outoftime,king's indian defense: averbakh variation | flexible defense,e73,12,95
2347,2394,black,resign,englund gambit,a40,2,98
2355,2449,black,resign,english opening: anglo-indian defense | anglo-gruenfeld variation #3,a16,7,120
1817,1798,white,outoftime,four knights game: italian variation,c46,7,107
1645,1737,black,mate,sicilian defense: old sicilian,b30,4,154
1641,1726,black,mate,sicilian defense: bowdler attack,b20,3,48
1726,1653,black,resign,sicilian defense: hyperaccelerated fianchetto,a42,5,38
1592,1500,white,resign,french defense: knight variation,c00,3,16
1587,1519,black,resign,center game: normal variation,c22,6,44
1547,1801,black,mate,ruy lopez: classical variation,c64,6,36
1678,1618,white,resign,king's gambit declined | petrov's defense,c30,4,59
1674,1862,black,resign,ruy lopez: exchange variation | king's bishop variation,c68,10,20
1430,2173,white,resign,king's knight opening,c40,3,3
1430,1618,draw,draw,scandinavian defense: main line,b01,6,54
1500,1810,black,mate,ruy lopez: steinitz defense,c62,6,42
1257,1042,white,resign,scandinavian defense,b01,2,21
971,1153,white,resign,center game,c21,5,46
1214,994,white,resign,scandinavian defense: mieses-kotroc variation,b01,4,23
1748,996,white,mate,queen's gambit declined,d30,4,55
1127,1193,white,mate,scandinavian defense,b01,2,63
1193,1319,black,mate,king's knight opening: normal variation,c44,4,90
1244,1394,black,mate,portuguese opening,c20,3,24
1386,1352,white,resign,king's pawn game: leonardis variation,c20,3,91
1559,1500,white,mate,king's gambit declined: keene's defense #2,c30,5,33
2131,2103,white,resign,sicilian defense: kalashnikov variation,b32,10,77
2095,1991,white,outoftime,english opening: king's english variation,a20,2,91
2088,1974,white,mate,english opening: king's english variation,a20,2,125
2247,2094,white,mate,sicilian defense: wing gambit | carlsbad variation,b20,6,41
1453,1380,black,mate,three knights opening,c46,5,118
1446,1317,white,mate,four knights game: italian variation,c46,7,49
1459,1392,black,resign,philidor defense #2,c41,4,64
1434,1449,black,mate,italian game: two knights defense | polerio defense | bishop check line,c58,11,42
2621,1449,white,mate,italian game: giuoco pianissimo | italian four knights variation,c50,9,35
1816,1409,white,resign,sicilian defense: scheveningen variation | keres attack,b81,11,67
1757,1500,white,resign,sicilian defense: najdorf variation,b94,11,63
1757,1500,white,resign,english opening: anglo-indian defense | anglo-gruenfeld variation,a16,10,71
1500,1901,black,outoftime,english opening: king's english variation | two knights variation,a22,4,26
1500,1161,white,outoftime,english opening: king's english variation,a20,2,19
1500,2723,white,outoftime,king's pawn,b00,1,1
1500,1937,black,outoftime,english opening: anglo-indian defense | king's indian formation,a15,4,42
1500,2021,black,outoftime,ruy lopez: marshall attack | modern main line,c89,28,32
1500,1477,black,outoftime,english opening: king's english variation | reversed sicilian,a21,3,24
1500,1442,white,resign,english opening: symmetrical variation,a30,2,53
1500,1849,white,resign,english opening: anglo-indian defense | anti-anti-gruenfeld,a17,7,89
1500,1710,white,resign,english opening: king's english variation,a20,2,43
1500,2047,white,resign,english opening: symmetrical variation | two knights variation,a35,4,85
1500,1989,draw,draw,english opening: king's english variation | two knights variation,a22,4,76
1500,2117,white,resign,english opening: great snake variation,a10,2,51
1500,1500,draw,draw,king's indian defense: orthodox variation,e91,11,139
1500,1535,white,resign,english opening: anglo-gruenfeld defense,a16,4,78
1500,2080,white,resign,gruenfeld defense: exchange variation | spassky variation,d87,16,75
1500,2054,white,resign,english opening: anglo-indian defense | hedgehog system,a17,4,89
1500,2081,draw,draw,king's indian defense: petrosian variation | stein defense,e92,14,94
2070,1500,draw,draw,sicilian defense: najdorf | lipnitsky attack,b90,11,72
1916,1500,black,resign,gruenfeld defense: exchange variation | modern exchange variation,d85,13,72
1500,1500,black,resign,sicilian defense: scheveningen variation | english attack #2,b80,13,34
1656,1500,draw,draw,sicilian defense: scheveningen variation | classical variation,b84,12,134
